show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,total_views,unique_viewers,avg_watch_time_minutes,completion_rate,likes,shares,avg_rating_by_users,watch_sessions,stickiness_score,subscription_uplift_rate,favored_device,first_content_for_new_users_flag,peak_viewing_hour,peak_viewing_region
s349,TV Show,Love in Paris 349,Jane Doe,"Actor 349, Actress 349",United Kingdom,2021-01-23,2003,PG,130 min,Documentary,Sample description 349,416717,270529,45.9,0.75,46594,2466,4.7,71616,0.89,0.18,Tablet,1,15,United Kingdom
s350,Movie,Wildlife Tales 350,John Smith,"Actor 350, Actress 350",India,2023-07-22,2012,TV-14,1 Season(s),Horror,Sample description 350,255978,69234,53.5,0.3,45392,2826,3.6,21853,0.46,0.27,Tablet,0,7,Canada
s351,Movie,Haunted Nights 351,John Smith,"Actor 351, Actress 351",United Kingdom,2023-09-25,2013,TV-14,2 Season(s),Action,Sample description 351,62001,294399,81.7,0.74,28406,1938,3.7,73070,0.21,0.15,Mobile,0,16,Japan
s352,TV Show,Space Adventure 352,John Smith,"Actor 352, Actress 352",United Kingdom,2021-03-27,2023,PG-13,4 Season(s),Comedy,Sample description 352,281554,228395,74.0,0.7,17693,7452,4.5,80262,0.79,0.22,Tablet,1,20,India
s353,TV Show,Cooking Master 353,Fatima Khan,"Actor 353, Actress 353",Japan,2022-08-14,2014,TV-14,96 min,Action,Sample description 353,463537,115421,71.9,0.61,15070,3415,4.0,16028,0.39,0.04,TV,1,6,India
s354,TV Show,Cooking Master 354,Carlos Vega,"Actor 354, Actress 354",United States,2021-06-13,2015,R,119 min,Documentary,Sample description 354,265370,272240,83.0,0.59,7104,332,3.1,14309,0.42,0.23,Tablet,0,19,United States
s355,Movie,Haunted Nights 355,Carlos Vega,"Actor 355, Actress 355",India,2020-04-24,2018,TV-14,84 min,Horror,Sample description 355,180308,106254,52.3,0.62,20038,5735,4.2,10203,0.15,0.3,PC,0,1,Canada
s356,Movie,Cooking Master 356,Carlos Vega,"Actor 356, Actress 356",United States,2021-03-01,2000,R,2 Season(s),Documentary,Sample description 356,267382,99987,93.2,0.87,1482,5856,1.1,10995,0.57,0.22,Mobile,1,12,United Kingdom
s357,Movie,Cooking Master 357,Jane Doe,"Actor 357, Actress 357",United States,2023-06-14,2000,R,1 Season(s),Romance,Sample description 357,18005,201152,47.2,0.36,14128,3095,2.6,31078,0.6,0.09,Tablet,1,9,United Kingdom
s358,TV Show,Wildlife Tales 358,Jane Doe,"Actor 358, Actress 358",Japan,2021-07-21,2015,PG,2 Season(s),Documentary,Sample description 358,334591,134300,64.3,0.72,49430,6170,3.1,73358,0.17,0.19,Mobile,1,6,India
s359,TV Show,Wildlife Tales 359,Li Wei,"Actor 359, Actress 359",United Kingdom,2022-01-13,2004,R,1 Season(s),Documentary,Sample description 359,490132,262610,72.1,0.76,9648,8338,3.3,35524,0.36,0.14,TV,0,21,Canada
s360,Movie,Love in Paris 360,Jane Doe,"Actor 360, Actress 360",Canada,2023-01-20,2016,TV-14,94 min,Horror,Sample description 360,324739,67035,107.9,0.7,1185,8044,2.7,32195,0.2,0.23,Tablet,1,10,United States
s361,TV Show,Cooking Master 361,Li Wei,"Actor 361, Actress 361",United Kingdom,2023-02-15,2008,TV-14,97 min,Horror,Sample description 361,55060,141462,103.6,0.97,45434,3436,1.1,44936,0.5,0.06,Mobile,1,22,India
s362,TV Show,Cooking Master 362,John Smith,"Actor 362, Actress 362",United Kingdom,2021-08-24,2022,PG-13,4 Season(s),Drama,Sample description 362,466217,9536,42.2,0.37,28705,9606,1.3,83820,0.66,0.26,Tablet,0,19,Canada
s363,TV Show,Haunted Nights 363,Jane Doe,"Actor 363, Actress 363",India,2020-02-22,2004,TV-MA,96 min,Drama,Sample description 363,23587,195954,45.4,0.63,36228,1177,4.3,88984,0.68,0.1,TV,0,15,Japan
s364,TV Show,Love in Paris 364,Jane Doe,"Actor 364, Actress 364",Canada,2022-05-01,2010,PG-13,94 min,Comedy,Sample description 364,25810,66447,114.7,0.89,6608,1259,2.6,6090,0.36,0.2,Tablet,1,13,United States
s365,TV Show,Love in Paris 365,Jane Doe,"Actor 365, Actress 365",United Kingdom,2020-02-11,2017,TV-MA,3 Season(s),Horror,Sample description 365,150618,168209,43.9,0.64,17115,5467,3.8,40000,0.9,0.21,TV,0,23,United States
s366,Movie,Cooking Master 366,Jane Doe,"Actor 366, Actress 366",India,2023-07-23,2015,PG,82 min,Horror,Sample description 366,90853,117643,76.5,0.66,39550,858,3.1,91835,0.72,0.16,Tablet,1,19,Canada
s367,Movie,Space Adventure 367,John Smith,"Actor 367, Actress 367",Canada,2021-07-08,2002,TV-14,135 min,Romance,Sample description 367,164944,108033,52.9,0.98,6487,1875,3.2,80493,0.16,0.19,Mobile,1,22,India
s368,TV Show,Love in Paris 368,Fatima Khan,"Actor 368, Actress 368",Canada,2023-01-02,2014,TV-MA,133 min,Comedy,Sample description 368,85449,249724,67.3,0.91,38129,1771,2.9,69510,0.49,0.2,TV,1,15,Japan
s369,Movie,Space Adventure 369,Li Wei,"Actor 369, Actress 369",Canada,2021-09-10,2009,PG-13,3 Season(s),Romance,Sample description 369,255229,137415,115.9,0.85,40115,7642,3.9,94761,0.43,0.26,Tablet,1,8,India
s370,Movie,Haunted Nights 370,Carlos Vega,"Actor 370, Actress 370",India,2023-06-12,2001,TV-MA,5 Season(s),Horror,Sample description 370,104548,104115,36.2,0.84,49355,2163,4.3,85117,0.48,0.26,PC,1,7,Japan
s371,TV Show,Cooking Master 371,Jane Doe,"Actor 371, Actress 371",United Kingdom,2021-07-17,2023,TV-MA,125 min,Romance,Sample description 371,32508,96780,32.8,0.81,41581,7913,2.4,44134,0.83,0.27,TV,0,3,Japan
s372,Movie,Wildlife Tales 372,Carlos Vega,"Actor 372, Actress 372",United States,2023-06-16,2005,R,60 min,Drama,Sample description 372,364918,162643,31.5,0.86,4444,605,3.6,29369,0.15,0.1,Tablet,1,12,Japan
s373,Movie,Love in Paris 373,Jane Doe,"Actor 373, Actress 373",Canada,2022-01-11,2006,TV-MA,5 Season(s),Comedy,Sample description 373,400021,125225,39.6,0.34,15260,9007,4.6,44587,0.74,0.21,TV,0,21,Japan
s374,TV Show,Love in Paris 374,Jane Doe,"Actor 374, Actress 374",Canada,2022-06-22,2002,PG-13,118 min,Horror,Sample description 374,141758,92918,102.9,0.31,14268,9752,4.0,69694,0.58,0.2,Mobile,0,12,United States
s375,Movie,Space Adventure 375,Li Wei,"Actor 375, Actress 375",United Kingdom,2021-02-20,2017,TV-MA,119 min,Action,Sample description 375,335470,143051,67.5,0.81,32674,9811,4.2,54172,0.56,0.17,PC,1,0,India
s376,Movie,The Great Escape 376,Jane Doe,"Actor 376, Actress 376",India,2022-11-02,2000,PG,3 Season(s),Horror,Sample description 376,374404,286102,90.0,0.5,45257,9582,3.9,57525,0.37,0.17,Tablet,0,8,United Kingdom
s377,Movie,The Great Escape 377,Fatima Khan,"Actor 377, Actress 377",Japan,2023-06-21,2010,R,5 Season(s),Horror,Sample description 377,291364,102154,108.4,0.78,46047,9199,3.0,74269,0.13,0.03,Tablet,0,2,Canada
s378,TV Show,Haunted Nights 378,Fatima Khan,"Actor 378, Actress 378",India,2022-01-03,2006,TV-14,5 Season(s),Horror,Sample description 378,274068,150049,70.8,0.54,6629,3218,4.2,66147,0.25,0.09,PC,0,12,India
s379,Movie,Cooking Master 379,Jane Doe,"Actor 379, Actress 379",India,2021-02-22,2007,PG-13,139 min,Action,Sample description 379,241304,240331,76.1,0.7,49337,5330,4.1,95689,0.38,0.27,PC,1,12,India
s380,TV Show,Love in Paris 380,Carlos Vega,"Actor 380, Actress 380",United States,2021-03-03,2016,PG-13,67 min,Romance,Sample description 380,268301,207377,59.3,0.62,6346,6576,4.4,17758,0.87,0.06,PC,1,6,United States
s381,TV Show,Cooking Master 381,John Smith,"Actor 381, Actress 381",United States,2023-06-03,2001,TV-14,103 min,Documentary,Sample description 381,317276,154221,65.2,0.87,37886,8634,4.2,4829,0.2,0.14,PC,1,8,United States
s382,Movie,Cooking Master 382,John Smith,"Actor 382, Actress 382",Japan,2020-11-01,2005,TV-14,2 Season(s),Comedy,Sample description 382,472367,265605,99.6,0.94,34076,3244,2.7,7304,0.73,0.06,Tablet,1,1,United States
s383,TV Show,Space Adventure 383,Jane Doe,"Actor 383, Actress 383",India,2020-11-23,2018,R,4 Season(s),Horror,Sample description 383,230410,288684,115.2,0.77,19209,7778,1.7,9602,0.22,0.1,Tablet,0,16,United States
s384,TV Show,Haunted Nights 384,Carlos Vega,"Actor 384, Actress 384",Canada,2021-12-02,2006,PG,103 min,Horror,Sample description 384,450421,152195,35.4,0.6,10912,2825,2.3,90348,0.8,0.09,TV,1,19,United Kingdom
s385,TV Show,Cooking Master 385,Jane Doe,"Actor 385, Actress 385",United States,2022-01-16,2011,TV-MA,1 Season(s),Horror,Sample description 385,247562,191639,69.8,0.33,20032,3972,4.5,99234,0.71,0.14,Mobile,0,11,United States
s386,TV Show,Cooking Master 386,Jane Doe,"Actor 386, Actress 386",India,2020-06-01,2011,TV-14,2 Season(s),Comedy,Sample description 386,322278,199981,37.3,0.48,21532,4138,2.5,97531,0.21,0.21,PC,1,18,United States
s387,Movie,Love in Paris 387,Li Wei,"Actor 387, Actress 387",United Kingdom,2023-04-22,2021,TV-14,72 min,Romance,Sample description 387,82926,250585,56.1,0.93,6526,7653,2.4,51603,0.4,0.24,Mobile,1,7,Canada
s388,TV Show,Haunted Nights 388,Jane Doe,"Actor 388, Actress 388",Japan,2022-02-12,2009,PG,1 Season(s),Documentary,Sample description 388,297324,46863,55.5,0.66,5111,8262,2.6,93183,0.45,0.15,TV,0,19,Canada
s389,TV Show,Space Adventure 389,Jane Doe,"Actor 389, Actress 389",United States,2020-01-05,2013,TV-14,79 min,Documentary,Sample description 389,478243,22872,104.8,0.42,7155,3574,3.6,89219,0.52,0.23,Mobile,1,15,India
s390,Movie,Wildlife Tales 390,Li Wei,"Actor 390, Actress 390",India,2023-04-03,2013,TV-14,61 min,Documentary,Sample description 390,213581,136214,83.0,0.51,8724,3309,4.2,23821,0.83,0.11,TV,0,8,United Kingdom
s391,Movie,Wildlife Tales 391,John Smith,"Actor 391, Actress 391",Canada,2023-05-24,2017,PG,4 Season(s),Romance,Sample description 391,370050,130413,60.4,0.89,6073,2250,4.3,63070,0.69,0.28,Mobile,1,22,Japan
s392,Movie,Wildlife Tales 392,Li Wei,"Actor 392, Actress 392",United States,2023-07-28,2008,TV-14,4 Season(s),Romance,Sample description 392,346387,64813,41.0,0.75,35201,266,4.7,58838,0.84,0.2,PC,1,3,United Kingdom
s393,TV Show,The Great Escape 393,Fatima Khan,"Actor 393, Actress 393",Japan,2021-08-08,2017,PG-13,133 min,Comedy,Sample description 393,337612,208685,62.9,0.42,14975,7781,1.8,43532,0.38,0.2,Tablet,1,20,United Kingdom
s394,Movie,Cooking Master 394,Fatima Khan,"Actor 394, Actress 394",United States,2021-10-12,2000,TV-MA,145 min,Action,Sample description 394,87652,119463,98.1,0.55,25854,3166,1.9,24612,0.42,0.15,TV,0,17,India
s395,Movie,Space Adventure 395,Carlos Vega,"Actor 395, Actress 395",India,2022-01-16,2021,TV-14,119 min,Documentary,Sample description 395,322136,225550,37.5,0.39,38472,4194,2.6,58915,0.73,0.11,Mobile,1,7,India
s396,TV Show,Cooking Master 396,Carlos Vega,"Actor 396, Actress 396",Canada,2022-09-08,2010,PG,93 min,Drama,Sample description 396,443687,155837,75.4,0.93,1141,2458,2.3,27969,0.38,0.19,PC,0,20,Canada
s397,Movie,Haunted Nights 397,Li Wei,"Actor 397, Actress 397",United States,2023-04-10,2009,PG,2 Season(s),Horror,Sample description 397,79540,289139,102.6,0.62,5775,2032,2.7,60276,0.39,0.14,Tablet,1,10,India
s398,TV Show,Space Adventure 398,Li Wei,"Actor 398, Actress 398",Japan,2021-07-11,2019,PG-13,97 min,Comedy,Sample description 398,352843,178151,44.5,0.63,48676,2960,2.5,67734,0.43,0.08,PC,0,2,United Kingdom
s399,Movie,The Great Escape 399,John Smith,"Actor 399, Actress 399",Japan,2022-06-12,2014,PG,119 min,Romance,Sample description 399,495844,170169,109.9,0.43,35742,156,2.7,69914,0.27,0.01,Mobile,1,5,Japan
s400,Movie,Space Adventure 400,John Smith,"Actor 400, Actress 400",Japan,2022-12-09,2000,TV-14,3 Season(s),Action,Sample description 400,411734,134850,66.4,0.88,20750,5297,4.6,50764,0.43,0.28,TV,0,14,United States
s401,Movie,The Great Escape 401,Li Wei,"Actor 401, Actress 401",Canada,2020-02-15,2010,R,144 min,Documentary,Sample description 401,420737,250017,75.0,0.76,28478,9823,3.6,40765,0.79,0.26,Mobile,0,0,Canada
s402,Movie,Love in Paris 402,Carlos Vega,"Actor 402, Actress 402",United States,2022-01-25,2012,R,1 Season(s),Romance,Sample description 402,377935,171142,43.0,0.5,15397,7273,3.1,20784,0.46,0.18,Tablet,1,15,India
s403,Movie,Cooking Master 403,Fatima Khan,"Actor 403, Actress 403",United Kingdom,2023-03-14,2021,R,5 Season(s),Horror,Sample description 403,433029,14239,34.6,0.43,27107,2194,1.2,46200,0.56,0.25,PC,0,3,United Kingdom
s404,Movie,Wildlife Tales 404,Jane Doe,"Actor 404, Actress 404",Canada,2023-02-01,2016,PG,114 min,Drama,Sample description 404,91644,270886,97.8,0.68,35898,8030,1.3,97676,0.61,0.18,Mobile,0,3,India
s405,TV Show,Cooking Master 405,John Smith,"Actor 405, Actress 405",India,2020-07-01,2020,TV-14,119 min,Romance,Sample description 405,13013,129186,57.2,0.72,36652,1693,4.6,58731,0.15,0.01,Mobile,0,14,Japan
s406,Movie,Haunted Nights 406,Li Wei,"Actor 406, Actress 406",United Kingdom,2022-12-11,2003,R,110 min,Romance,Sample description 406,232247,286833,79.0,0.79,19470,3646,4.8,83621,0.61,0.3,Tablet,1,7,United Kingdom
s407,TV Show,Wildlife Tales 407,Li Wei,"Actor 407, Actress 407",India,2023-12-12,2002,TV-MA,130 min,Documentary,Sample description 407,188882,72578,45.4,0.67,8247,9536,4.8,81123,0.77,0.01,Mobile,0,21,United Kingdom
s408,TV Show,Love in Paris 408,John Smith,"Actor 408, Actress 408",India,2020-12-27,2021,TV-14,128 min,Horror,Sample description 408,342712,64914,80.8,0.78,1373,4459,2.6,19701,0.55,0.08,Mobile,1,22,United Kingdom
s409,TV Show,The Great Escape 409,Li Wei,"Actor 409, Actress 409",United Kingdom,2022-06-20,2022,TV-MA,73 min,Comedy,Sample description 409,117185,269860,37.7,0.46,7661,5223,2.1,62658,0.74,0.05,PC,0,5,United States
s410,TV Show,Love in Paris 410,Fatima Khan,"Actor 410, Actress 410",United Kingdom,2020-04-02,2014,TV-14,78 min,Action,Sample description 410,124048,266980,115.5,0.56,2365,5675,1.4,64868,0.38,0.3,Tablet,0,1,Japan
s411,TV Show,The Great Escape 411,Carlos Vega,"Actor 411, Actress 411",United States,2021-06-16,2006,TV-MA,102 min,Comedy,Sample description 411,349615,189192,108.0,0.49,48665,2866,1.9,99994,0.37,0.25,PC,1,9,Japan
s412,Movie,Wildlife Tales 412,John Smith,"Actor 412, Actress 412",India,2020-11-28,2001,R,76 min,Action,Sample description 412,171388,57749,42.9,0.49,2883,9319,1.0,74083,0.11,0.0,Mobile,0,0,United States
s413,Movie,Wildlife Tales 413,Carlos Vega,"Actor 413, Actress 413",Canada,2023-02-22,2004,PG,2 Season(s),Drama,Sample description 413,253954,134165,34.9,0.66,49674,1315,2.8,39571,0.35,0.12,PC,1,11,India
s414,Movie,Haunted Nights 414,Li Wei,"Actor 414, Actress 414",United Kingdom,2020-03-17,2008,R,1 Season(s),Comedy,Sample description 414,166872,138990,43.1,0.45,35598,2995,4.5,38706,0.16,0.3,TV,1,18,United Kingdom
s415,Movie,The Great Escape 415,Jane Doe,"Actor 415, Actress 415",Japan,2023-04-26,2005,TV-MA,4 Season(s),Romance,Sample description 415,94761,259612,65.3,0.75,13441,7008,1.4,41516,0.71,0.13,Tablet,1,16,Canada
s416,TV Show,The Great Escape 416,Li Wei,"Actor 416, Actress 416",Japan,2020-08-16,2000,R,128 min,Comedy,Sample description 416,325731,21374,88.0,0.37,16250,1361,1.7,49089,0.8,0.2,Mobile,1,17,United States
s417,Movie,Haunted Nights 417,Jane Doe,"Actor 417, Actress 417",United Kingdom,2020-06-01,2013,R,123 min,Romance,Sample description 417,43027,241459,98.6,0.32,2707,2387,2.5,65419,0.86,0.14,TV,0,6,Canada
s418,Movie,Haunted Nights 418,John Smith,"Actor 418, Actress 418",Japan,2023-11-23,2015,TV-MA,3 Season(s),Drama,Sample description 418,153157,178673,35.8,0.91,46490,3030,3.5,35311,0.71,0.06,Tablet,1,22,India
s419,TV Show,Love in Paris 419,John Smith,"Actor 419, Actress 419",United States,2021-03-12,2010,PG-13,117 min,Action,Sample description 419,232973,192225,69.4,0.94,10979,3099,1.5,23997,0.18,0.18,PC,1,21,Japan
s420,Movie,Cooking Master 420,Li Wei,"Actor 420, Actress 420",United Kingdom,2020-05-02,2002,R,78 min,Comedy,Sample description 420,205905,290275,105.6,0.59,1738,847,1.8,47264,0.61,0.17,PC,0,17,United Kingdom
s421,Movie,Love in Paris 421,Carlos Vega,"Actor 421, Actress 421",Canada,2020-06-20,2022,PG-13,3 Season(s),Horror,Sample description 421,218813,60853,70.2,0.41,21671,5366,2.2,86175,0.64,0.13,Mobile,1,23,Japan
s422,Movie,Wildlife Tales 422,John Smith,"Actor 422, Actress 422",Canada,2023-01-19,2001,TV-MA,1 Season(s),Drama,Sample description 422,473659,99403,102.0,0.88,5906,4752,1.7,34995,0.67,0.29,TV,1,22,India
s423,TV Show,The Great Escape 423,Fatima Khan,"Actor 423, Actress 423",India,2023-06-06,2020,R,1 Season(s),Romance,Sample description 423,338853,133276,102.3,0.68,2197,8257,2.3,61906,0.28,0.07,TV,0,21,India
s424,TV Show,Haunted Nights 424,Jane Doe,"Actor 424, Actress 424",United States,2021-12-27,2002,PG-13,87 min,Action,Sample description 424,274492,20886,43.1,0.41,23637,2722,3.6,18705,0.63,0.03,TV,1,10,Japan
s425,TV Show,Space Adventure 425,John Smith,"Actor 425, Actress 425",India,2020-09-10,2016,PG-13,1 Season(s),Drama,Sample description 425,452040,152625,60.9,0.97,7776,530,1.6,35361,0.66,0.11,TV,0,9,Japan
s426,TV Show,Space Adventure 426,John Smith,"Actor 426, Actress 426",United Kingdom,2021-09-04,2018,PG-13,86 min,Comedy,Sample description 426,447636,157896,35.5,0.99,14732,9224,3.1,29691,0.4,0.03,Mobile,1,2,United Kingdom
s427,Movie,Cooking Master 427,Carlos Vega,"Actor 427, Actress 427",United Kingdom,2021-06-06,2016,PG,91 min,Romance,Sample description 427,100770,200756,98.8,0.92,40612,2725,3.6,54768,0.85,0.19,Tablet,1,3,United States
s428,TV Show,Space Adventure 428,John Smith,"Actor 428, Actress 428",India,2022-01-18,2005,PG,62 min,Comedy,Sample description 428,214314,259434,114.7,0.76,19506,9956,2.9,42360,0.16,0.3,Mobile,1,15,Canada
s429,TV Show,Space Adventure 429,John Smith,"Actor 429, Actress 429",Canada,2022-09-04,2006,TV-14,1 Season(s),Horror,Sample description 429,300940,295310,83.7,0.77,16605,6603,1.6,85218,0.14,0.0,Mobile,1,17,United Kingdom
s430,TV Show,Haunted Nights 430,Jane Doe,"Actor 430, Actress 430",United Kingdom,2023-09-28,2012,TV-14,148 min,Action,Sample description 430,205704,289091,88.9,0.78,38814,846,3.1,11878,0.66,0.23,TV,1,6,India
s431,Movie,Wildlife Tales 431,John Smith,"Actor 431, Actress 431",United States,2023-07-01,2019,PG,136 min,Drama,Sample description 431,93524,151653,58.5,0.44,32153,4368,3.8,99306,0.74,0.24,PC,0,1,Japan
s432,Movie,Haunted Nights 432,John Smith,"Actor 432, Actress 432",United Kingdom,2021-10-28,2008,PG-13,138 min,Romance,Sample description 432,466798,50583,111.0,0.85,49872,5488,3.7,23505,0.34,0.26,Tablet,1,14,United States
s433,TV Show,Cooking Master 433,Carlos Vega,"Actor 433, Actress 433",Japan,2021-01-10,2007,PG-13,110 min,Drama,Sample description 433,413853,79387,82.3,0.95,32763,5442,2.5,29056,0.45,0.02,Mobile,1,11,United States
s434,Movie,Space Adventure 434,Carlos Vega,"Actor 434, Actress 434",Canada,2020-02-02,2000,PG,138 min,Horror,Sample description 434,252134,176748,85.1,0.84,12138,3199,4.5,17883,0.32,0.15,Mobile,0,10,United States
s435,Movie,The Great Escape 435,John Smith,"Actor 435, Actress 435",Japan,2020-03-11,2006,TV-MA,1 Season(s),Action,Sample description 435,313038,169367,76.3,0.99,24128,7229,3.0,95970,0.89,0.01,PC,0,14,United Kingdom
s436,Movie,Love in Paris 436,Li Wei,"Actor 436, Actress 436",India,2021-04-13,2020,PG,2 Season(s),Action,Sample description 436,451141,146540,79.6,0.67,47979,4255,3.5,31075,0.86,0.16,PC,1,0,Canada
s437,Movie,Wildlife Tales 437,John Smith,"Actor 437, Actress 437",Canada,2023-06-04,2015,PG-13,2 Season(s),Action,Sample description 437,257094,93647,64.7,0.45,10914,707,1.4,85922,0.64,0.22,PC,0,19,United States
s438,TV Show,Cooking Master 438,Carlos Vega,"Actor 438, Actress 438",Canada,2020-06-03,2003,PG-13,72 min,Documentary,Sample description 438,313705,118231,98.8,0.37,44683,8519,4.6,89921,0.45,0.17,Tablet,1,7,India
s439,Movie,Space Adventure 439,Jane Doe,"Actor 439, Actress 439",Canada,2020-09-22,2020,R,4 Season(s),Action,Sample description 439,222871,251743,56.3,0.98,45979,520,4.3,44096,0.49,0.29,Mobile,1,10,India
s440,Movie,Haunted Nights 440,Fatima Khan,"Actor 440, Actress 440",Japan,2020-07-23,2015,R,113 min,Action,Sample description 440,370565,208935,47.0,0.82,29854,9430,4.1,30684,0.82,0.01,Mobile,1,2,United Kingdom
s441,TV Show,Cooking Master 441,Carlos Vega,"Actor 441, Actress 441",Canada,2023-04-02,2003,PG,5 Season(s),Romance,Sample description 441,424432,283004,100.3,0.6,21750,7556,4.9,85508,0.47,0.19,Tablet,1,11,United Kingdom
s442,TV Show,Space Adventure 442,Jane Doe,"Actor 442, Actress 442",Canada,2023-08-18,2000,PG-13,4 Season(s),Drama,Sample description 442,26368,150322,71.1,0.87,25849,6555,2.9,33752,0.63,0.22,Mobile,1,22,India
s443,Movie,Cooking Master 443,John Smith,"Actor 443, Actress 443",Canada,2023-07-06,2004,PG-13,69 min,Romance,Sample description 443,402712,17934,104.3,0.99,39229,3899,4.2,26850,0.14,0.24,Mobile,0,11,India
s444,Movie,Love in Paris 444,Fatima Khan,"Actor 444, Actress 444",India,2023-07-08,2018,R,92 min,Drama,Sample description 444,218591,216312,119.5,0.93,19434,4139,3.8,12174,0.61,0.1,PC,1,14,Canada
s445,Movie,The Great Escape 445,Jane Doe,"Actor 445, Actress 445",India,2022-03-10,2012,R,91 min,Horror,Sample description 445,150829,131481,115.9,0.46,45842,7990,1.7,25717,0.17,0.11,PC,1,3,United Kingdom
s446,TV Show,Cooking Master 446,Jane Doe,"Actor 446, Actress 446",Japan,2023-09-01,2013,PG,4 Season(s),Drama,Sample description 446,353091,250813,113.2,0.34,16201,9976,4.4,92577,0.61,0.21,PC,0,18,India
s447,TV Show,Wildlife Tales 447,Carlos Vega,"Actor 447, Actress 447",United Kingdom,2023-10-23,2010,PG-13,5 Season(s),Comedy,Sample description 447,102345,109301,45.4,0.87,20673,9173,1.1,70604,0.3,0.07,Tablet,1,4,Japan
s448,TV Show,Wildlife Tales 448,Li Wei,"Actor 448, Actress 448",United Kingdom,2023-06-09,2001,TV-MA,3 Season(s),Romance,Sample description 448,476133,223632,63.1,0.53,44199,6655,4.8,73068,0.8,0.26,Tablet,1,8,United States
s449,Movie,The Great Escape 449,John Smith,"Actor 449, Actress 449",India,2020-10-19,2006,TV-14,3 Season(s),Action,Sample description 449,430557,98795,98.0,0.87,27979,6477,2.9,3287,0.21,0.11,TV,0,9,Japan
s450,TV Show,The Great Escape 450,Carlos Vega,"Actor 450, Actress 450",Japan,2023-06-07,2013,R,4 Season(s),Romance,Sample description 450,190375,49476,74.2,0.82,23891,5580,4.0,20965,0.32,0.09,Tablet,1,7,United States
s451,TV Show,The Great Escape 451,Jane Doe,"Actor 451, Actress 451",United States,2023-10-13,2021,PG,5 Season(s),Documentary,Sample description 451,119443,117493,90.5,0.47,38585,4580,4.0,70756,0.25,0.14,PC,0,18,United Kingdom
s452,Movie,Cooking Master 452,Jane Doe,"Actor 452, Actress 452",India,2021-10-25,2022,R,2 Season(s),Romance,Sample description 452,451189,90699,86.6,0.59,38247,2041,1.8,31274,0.34,0.1,Mobile,0,4,United States
s453,Movie,Wildlife Tales 453,Fatima Khan,"Actor 453, Actress 453",Japan,2020-06-04,2013,PG,2 Season(s),Documentary,Sample description 453,69899,14043,112.5,0.6,48848,9734,3.5,79042,0.88,0.19,PC,1,13,United States
s454,TV Show,Haunted Nights 454,Li Wei,"Actor 454, Actress 454",India,2023-03-08,2018,TV-14,125 min,Documentary,Sample description 454,251555,269577,42.7,0.83,20802,6481,2.8,50362,0.79,0.03,PC,0,1,Japan
s455,Movie,Wildlife Tales 455,Li Wei,"Actor 455, Actress 455",India,2023-08-05,2015,PG,3 Season(s),Comedy,Sample description 455,231457,154810,102.7,0.83,46400,2126,4.5,29773,0.5,0.23,Mobile,1,21,Japan
s456,Movie,Haunted Nights 456,Li Wei,"Actor 456, Actress 456",United States,2023-07-04,2015,R,2 Season(s),Romance,Sample description 456,391907,114801,109.6,0.67,17446,3229,2.3,68245,0.5,0.07,TV,1,13,Canada
s457,Movie,The Great Escape 457,John Smith,"Actor 457, Actress 457",Canada,2023-03-03,2016,TV-MA,3 Season(s),Drama,Sample description 457,214981,39983,82.2,0.7,9484,4792,4.6,41543,0.7,0.13,Mobile,1,22,Japan
s458,TV Show,Cooking Master 458,Jane Doe,"Actor 458, Actress 458",United States,2022-05-15,2013,TV-MA,2 Season(s),Action,Sample description 458,257176,33532,32.8,0.78,23946,3105,3.5,16763,0.82,0.19,Mobile,0,0,India
s459,TV Show,Haunted Nights 459,Fatima Khan,"Actor 459, Actress 459",United States,2022-03-21,2020,R,111 min,Comedy,Sample description 459,283868,273120,83.9,0.52,8088,5101,1.2,8672,0.89,0.22,Tablet,1,22,United Kingdom
s460,Movie,The Great Escape 460,Fatima Khan,"Actor 460, Actress 460",Canada,2020-07-10,2006,TV-14,2 Season(s),Documentary,Sample description 460,77530,204263,110.6,0.56,21166,9482,4.4,58255,0.15,0.09,PC,1,4,United States
s461,Movie,Love in Paris 461,Jane Doe,"Actor 461, Actress 461",India,2020-08-16,2009,PG,2 Season(s),Comedy,Sample description 461,18173,285931,51.6,0.85,7493,5122,4.4,46193,0.6,0.15,Tablet,0,7,United States
s462,TV Show,Space Adventure 462,Li Wei,"Actor 462, Actress 462",United States,2023-12-17,2019,TV-MA,115 min,Comedy,Sample description 462,381689,195267,119.7,0.71,49793,9975,1.4,52772,0.85,0.08,PC,0,19,Canada
s463,Movie,Haunted Nights 463,Fatima Khan,"Actor 463, Actress 463",United Kingdom,2021-06-14,2014,R,143 min,Documentary,Sample description 463,181963,284217,50.3,0.3,24673,2886,4.5,20133,0.3,0.07,TV,1,21,India
s464,TV Show,Space Adventure 464,Li Wei,"Actor 464, Actress 464",United States,2021-07-17,2022,TV-MA,98 min,Comedy,Sample description 464,209938,211481,118.4,0.73,48899,4798,1.7,17908,0.3,0.2,Mobile,0,12,Canada
s465,Movie,The Great Escape 465,Carlos Vega,"Actor 465, Actress 465",United States,2021-03-04,2006,PG,100 min,Action,Sample description 465,380733,235543,63.9,0.46,2221,1127,1.8,43836,0.69,0.15,TV,0,6,United States
